ID,Timestamp,PGN (Hex),PGN Definition,SPN Definitions,SPN Values
"827","2023-03-08 16:35:49.872586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"828","2023-03-08 16:35:49.894586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"829","2023-03-08 16:35:49.894586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"830","2023-03-08 16:35:49.894586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"832","2023-03-08 16:35:49.894586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"834","2023-03-08 16:35:49.938586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"835","2023-03-08 16:35:49.938586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"836","2023-03-08 16:35:49.960586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"837","2023-03-08 16:35:49.982586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"838","2023-03-08 16:35:49.982586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"839","2023-03-08 16:35:49.982586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"840","2023-03-08 16:35:49.982586","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"845","2023-03-08 16:35:50.004586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"847","2023-03-08 16:35:50.004586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"851","2023-03-08 16:35:50.048586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"852","2023-03-08 16:35:50.048586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"853","2023-03-08 16:35:50.070586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"854","2023-03-08 16:35:50.070586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"855","2023-03-08 16:35:50.092586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"856","2023-03-08 16:35:50.092586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"857","2023-03-08 16:35:50.092586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"859","2023-03-08 16:35:50.114586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"861","2023-03-08 16:35:50.136586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"862","2023-03-08 16:35:50.136586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"863","2023-03-08 16:35:50.158586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"864","2023-03-08 16:35:50.180586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"865","2023-03-08 16:35:50.180586","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"866","2023-03-08 16:35:50.180586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"867","2023-03-08 16:35:50.180586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"868","2023-03-08 16:35:50.202586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"870","2023-03-08 16:35:50.202586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"872","2023-03-08 16:35:50.246586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"874","2023-03-08 16:35:50.246586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"875","2023-03-08 16:35:50.268586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"876","2023-03-08 16:35:50.268586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"877","2023-03-08 16:35:50.290586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"878","2023-03-08 16:35:50.290586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"879","2023-03-08 16:35:50.290586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"881","2023-03-08 16:35:50.312586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"883","2023-03-08 16:35:50.334586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"884","2023-03-08 16:35:50.356586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"885","2023-03-08 16:35:50.356586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"886","2023-03-08 16:35:50.378586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"887","2023-03-08 16:35:50.378586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"888","2023-03-08 16:35:50.378586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"889","2023-03-08 16:35:50.400586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"891","2023-03-08 16:35:50.400586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"893","2023-03-08 16:35:50.444586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"894","2023-03-08 16:35:50.444586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"895","2023-03-08 16:35:50.466586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"896","2023-03-08 16:35:50.466586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"897","2023-03-08 16:35:50.488586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"898","2023-03-08 16:35:50.488586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"902","2023-03-08 16:35:50.488586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"904","2023-03-08 16:35:50.510585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"907","2023-03-08 16:35:50.532585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"908","2023-03-08 16:35:50.554585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"909","2023-03-08 16:35:50.576585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"910","2023-03-08 16:35:50.576585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"911","2023-03-08 16:35:50.576585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"912","2023-03-08 16:35:50.598585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"913","2023-03-08 16:35:50.598585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"915","2023-03-08 16:35:50.598585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"917","2023-03-08 16:35:50.642585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"918","2023-03-08 16:35:50.642585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"919","2023-03-08 16:35:50.664585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"920","2023-03-08 16:35:50.686585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"921","2023-03-08 16:35:50.686585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"922","2023-03-08 16:35:50.686585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"924","2023-03-08 16:35:50.708585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"926","2023-03-08 16:35:50.708585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"928","2023-03-08 16:35:50.730585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"930","2023-03-08 16:35:50.752585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"931","2023-03-08 16:35:50.774585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"932","2023-03-08 16:35:50.774585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"933","2023-03-08 16:35:50.796585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"934","2023-03-08 16:35:50.796585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"935","2023-03-08 16:35:50.796585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"937","2023-03-08 16:35:50.796585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"939","2023-03-08 16:35:50.840585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"940","2023-03-08 16:35:50.840585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"941","2023-03-08 16:35:50.862585","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"943","2023-03-08 16:35:50.862585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"944","2023-03-08 16:35:50.884585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"945","2023-03-08 16:35:50.884585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"946","2023-03-08 16:35:50.884585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"947","2023-03-08 16:35:50.906585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"949","2023-03-08 16:35:50.906585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"951","2023-03-08 16:35:50.928585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"952","2023-03-08 16:35:50.950585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"953","2023-03-08 16:35:50.972585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"954","2023-03-08 16:35:50.972585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"955","2023-03-08 16:35:50.994585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"956","2023-03-08 16:35:50.994585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"957","2023-03-08 16:35:50.994585","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"962","2023-03-08 16:35:50.994585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"964","2023-03-08 16:35:50.994585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"968","2023-03-08 16:35:51.038585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"969","2023-03-08 16:35:51.038585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"970","2023-03-08 16:35:51.060585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"971","2023-03-08 16:35:51.060585","0xECFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"972","2023-03-08 16:35:51.082585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"973","2023-03-08 16:35:51.082585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"974","2023-03-08 16:35:51.082585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"975","2023-03-08 16:35:51.104585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"977","2023-03-08 16:35:51.104585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"979","2023-03-08 16:35:51.126585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"980","2023-03-08 16:35:51.148585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"981","2023-03-08 16:35:51.148585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"982","2023-03-08 16:35:51.170585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"983","2023-03-08 16:35:51.170585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"984","2023-03-08 16:35:51.170585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"985","2023-03-08 16:35:51.192585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"986","2023-03-08 16:35:51.192585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"987","2023-03-08 16:35:51.192585","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"988","2023-03-08 16:35:51.192585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"990","2023-03-08 16:35:51.214585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"992","2023-03-08 16:35:51.214585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"993","2023-03-08 16:35:51.236585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"995","2023-03-08 16:35:51.258585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"996","2023-03-08 16:35:51.258585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"997","2023-03-08 16:35:51.280585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"998","2023-03-08 16:35:51.280585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"999","2023-03-08 16:35:51.280585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1000","2023-03-08 16:35:51.280585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1001","2023-03-08 16:35:51.302585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1003","2023-03-08 16:35:51.302585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1005","2023-03-08 16:35:51.324585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"1006","2023-03-08 16:35:51.346585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1007","2023-03-08 16:35:51.346585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1008","2023-03-08 16:35:51.368585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1009","2023-03-08 16:35:51.368585","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"1010","2023-03-08 16:35:51.368585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1011","2023-03-08 16:35:51.390585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1012","2023-03-08 16:35:51.390585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1013","2023-03-08 16:35:51.390585","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1015","2023-03-08 16:35:51.412585","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1017","2023-03-08 16:35:51.434585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1018","2023-03-08 16:35:51.456585","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1019","2023-03-08 16:35:51.478585","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1020","2023-03-08 16:35:51.478585","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1021","2023-03-08 16:35:51.478585","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1022","2023-03-08 16:35:51.478585","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1026","2023-03-08 16:35:51.500584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1028","2023-03-08 16:35:51.500584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1031","2023-03-08 16:35:51.544584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1032","2023-03-08 16:35:51.544584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1033","2023-03-08 16:35:51.566584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1034","2023-03-08 16:35:51.588584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1035","2023-03-08 16:35:51.588584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
